file,masked_line_no,cntx_start,cntx_end,masked_line,prediction,whole_prediction,loss,generated_tokens,log_prob_scores,first_token_var,exact_match,num_generated_lines,log_seq_prob,normalized_seq_prob,generated_token_length,log_seq_prob_first_line,normalized_log_seq_prob_first_line,first_line_length,seq_prob_first_line_var,vul_label,mask_ast_complexity,pred_ast_complexity,first_line_pred_ast_complexity,mask_pred_ast_ratio,loss_to_pred_ratio,scaled_first_token_var,neg_exact_match,masked_line_token_length,length_ratio,lev_dist,lev_ratio,ast_dist,new_score
~/anvil/data/cve-targets/php_repo_ext_exif_exif.c,3710,3696,3931,if (ImageInfo->FileSize >= dir_offset+2) {,if (ImageInfo->FileSize >= dir_offset+2 && ImageInfo->FileSize - dir,"
	if (ImageInfo->FileSize >= dir_offset+2 && ImageInfo->FileSize - dir",0.3382374942302704,"[[198, 743, 320, 1906, 1731, 405, 67649, 2604, 5419, 6917, 10, 17, 1009, 4654, 1731, 405, 67649, 481, 5419]]","[-0.9452065825462341, -0.3496866524219513, -0.06798095256090164, -0.3796779215335846, -8.821448318485636e-06, -0.004121263511478901, -0.0955495685338974, -0.10759095847606659, -0.15196458995342255, -0.0008100565755739808, -0.524644136428833, -0.005865622777491808, -0.18112093210220337, -0.047962576150894165, -1.4305104514278355e-06, -2.396077979938127e-05, -0.004047655034810305, -0.048152655363082886, -0.15911038219928741]",4.416667461395264,False,1.0,-3.0735267189082833,-0.16176456415306753,19.0,-3.0735267189082833,-0.16176456415306753,19.0,0.0552181014087245,1,19,22,22,0.8636363636363636,-2.0909245235576916,-1.111243459247566,True,13,0.6842105263157895,28.0,0.7272727272727273,11.0,1.9061282616768482
~/anvil/data/cve-targets/libxml2_repo_xmlregexp.c,4850,4774,4859,NEXTL(len);,NEXTL(len);,    NEXTL(len);,0.5473008155822754,"[[262, 45011, 43, 6901, 1215, 151643]]","[-0.04179663211107254, -0.1765681356191635, -0.0033745982218533754, -0.0003510097449179739, -0.16793988645076752, -0.026992948725819588]",6.567534446716309,True,0.0,-0.4170232108735945,-0.06950386847893242,6.0,-0.3900302621477749,-0.07800605242955498,5.0,0.006142772095147981,1,9,9,9,1.0,-7.0161327042735175,-1.0530681461547515,False,4,0.6666666666666666,0.0,1.0,0.0,0.9694372697796493
~/anvil/data/cve-targets/libsndfile_repo_src_ulaw.c,207,52,357,"0xaa, 0xaa, 0xaa, 0xaa, 0xaa, 0xaa, 0xaa, 0xaa, 0xaa, 0xaa, 0xaa, 0xaa,","0xaa, 0xaa, 0xaa, 0xaa, 0xaa, 0xaa, 0xaa, 0xaa, 0xaa, 0xaa, 0xaa, 0xaa,","	0xaa, 0xaa, 0xaa, 0xaa, 0xaa, 0xaa, 0xaa, 0xaa, 0xaa, 0xaa, 0xaa, 0xaa,
	0xaa, 0xaa, 0xaa, 0xaa, 0xaa, 0xaa,",0.0324247777462005,"[[197, 15, 43300, 11, 220, 15, 43300, 11, 220, 15, 43300, 11, 220, 15, 43300, 11, 220, 15, 43300, 11, 220, 15, 43300, 11, 220, 15, 43300, 11, 220, 15, 43300, 11, 220, 15, 43300, 11, 220, 15, 43300, 11, 220, 15, 43300, 11, 220, 15, 43300, 345, 197, 15, 43300, 11, 220, 15, 43300, 11, 220, 15, 43300, 11, 220, 15, 43300, 11, 220, 15, 43300, 11, 220, 15, 43300, 11]]","[-0.006653773132711649, -0.0007204797584563494, -0.010248536244034767, -0.00011157367407577112, -0.0023505459539592266, -6.139089964563027e-05, -0.0018933956744149327, -7.891343557275832e-05, -0.0004345426568761468, -1.645074735279195e-05, -0.0006503135664388537, -5.304672595229931e-05, -0.0002294515579706058, -7.986990567587782e-06, -0.0008541273418813944, -0.0001793938863556832, -0.0007637205999344587, -1.0371154530730564e-05, -0.00033778208307921886, -4.60137271147687e-05, -0.0002641328901518136, -1.3947389561508317e-05, -0.00030155404238030314, -0.0001486429391661659, -0.00028701478731818497, -1.537788011773955e-05, -0.00026639728457666934, -8.666139910928905e-05, -0.00018273114983458072, -1.2993727978027891e-05, -0.0020231986418366432, -0.002517152111977339, -0.0026276130229234695, -2.539125671319198e-05, -0.0006148116663098335, -0.0003951007383875549, -0.00036638224264606833, -2.5748875486897305e-05, -0.001095648156479001, -0.0025132279843091965, -0.0015764916315674782, -2.5629668016335927e-05, -0.0005653690313920379, -0.0024974129628390074, -0.000592890428379178, -7.033323527139146e-06, -0.00160089076962322, -0.3135039806365967, -0.0007951673469506204, -2.0861407392658293e-05, -0.0007963585085235536, -8.940656698541716e-06, -5.149708886165172e-05, -4.0531076592742465e-06, -0.0005937243695370853, -3.683499380713329e-05, -9.512448741588742e-05, -9.536697689327411e-06, -0.00041929035796783864, -9.369411418447271e-05, -7.211902266135439e-05, -7.033323527139146e-06, -0.002179153962060809, -0.0007338214782066643, -0.0003511289251036942, -1.0847986231965479e-05, -0.0008219677838496864, -0.00016723664884921163, -8.034383063204587e-05, -8.583032467868179e-06, -0.00047434045700356364, -0.00016783259343355894]",9.631945610046388,True,1.0,-0.3678547286308458,-0.005109093453206192,72.0,-0.3606504037970808,-0.007360212322389404,49.0,0.0019557113284910713,0,25,37,25,0.6756756756756757,-4.40541336661796,-1.0252149847620995,False,47,0.6527777777777778,0.0,1.0,0.0,1.193269236120601
~/anvil/data/cve-targets/poppler_repo_poppler_JPEG2000Stream.cc,280,273,351,jpxData.data = buf;,jpxData.buf = buf;,    jpxData.buf = buf;,0.6291838884353638,"[[262, 502, 1767, 1043, 44485, 284, 6607, 26, 151643]]","[-0.02308458834886551, -0.8618661165237427, -0.00036423723213374615, -0.00043442347669042647, -0.5213481783866882, -0.004938902799040079, -0.030989304184913635, -0.024294409900903702, -0.14754638075828552]",7.771006107330322,False,0.0,-1.6148665416112635,-0.17942961573458482,9.0,-1.467320160852978,-0.18341502010662225,8.0,0.09344959210150576,0,10,10,10,1.0,-3.4303836625245223,-1.0218565866276468,True,7,0.7777777777777778,4.0,0.8108108108108107,1.0,2.073630880983962
~/anvil/data/cve-targets/poppler_repo_utils_HtmlOutputDev.cc,1250,1172,1284,unsigned char zero[1];,unsigned char zero[1];,            unsigned char zero[1];,0.8984971046447754,"[[310, 3774, 1161, 7168, 58, 16, 5265, 151643]]","[-0.0010481346398591995, -0.26827219128608704, -0.013706495054066181, -0.011912398040294647, -0.11406421661376953, -0.6938591003417969, -0.3996444642543793, -0.1518828570842743]",10.209027290344238,True,0.0,-1.654389857314527,-0.20679873216431588,8.0,-1.5025070002302527,-0.21464385717575038,7.0,0.05770910527463181,1,11,11,11,1.0,-4.185990302574027,-1.0401130132505028,False,6,0.75,0.0,1.0,0.0,1.052723140678744
~/anvil/data/cve-targets/php_repo_ext_phar_phar.c,2336,2181,2486,},},"	}
	",4.533246994018555,"[[197, 532, 197]]","[-0.007795506622642279, -0.17494520545005798, -1.225766658782959]",8.73975658416748,True,1.0,-1.4085073708556592,-0.4695024569518864,3.0,-1.4085073708556592,-0.4695024569518864,3.0,0.29062427512194394,0,2,2,2,1.0,-9.655427627470567,-1.0026009828841846,False,1,0.3333333333333333,0.0,1.0,0.0,1.3075853269649296
~/anvil/data/cve-targets/sqlite3_repo_src_vdbe.c,5755,5600,5905,"** seek operation now, without further delay.  If the cursor seek has",** seek operation now. If the cursor was already pointing to the correct,"** seek operation now. If the cursor was already pointing to the correct
** record, this is a no",1.1618226766586304,"[[334, 5931, 5666, 1431, 13, 1416, 279, 8128, 572, 2669, 21633, 311, 279, 4396, 198, 334, 3255, 11, 419, 374, 264, 902]]","[-0.00014029949670657516, -0.14525654911994934, -0.16468848288059235, -0.38930580019950867, -0.5847035646438599, -1.2405734062194824, -0.6180799007415771, -0.1859222799539566, -0.8011231422424316, -0.44692736864089966, -0.4652506113052368, -0.14324691891670227, -0.013676510192453861, -0.0019417019793763757, -0.09972646087408066, -8.83301836438477e-05, -0.13950791954994202, -0.2762070298194885, -0.29087382555007935, -0.010593018494546413, -0.002195212058722973, -7.319182623177767e-05]",15.15625,False,1.0,-6.020101524889469,-0.27364097840406676,22.0,-5.300562997406814,-0.3533708664937876,15.0,0.11419087317547624,0,19,29,19,0.6551724137931034,-3.2878281341822375,-1.1770483913485885,True,15,0.6818181818181818,41.0,0.6099290780141844,11.0,1.7795885765125934
~/anvil/data/cve-targets/php_repo_ext_phar_zip.c,144,136,159,do {,do {,	do {,0.0643189698457717,"[[19935, 314, 151643]]","[-0.06502840667963028, -0.06352037936449051, -0.07987481355667114]",6.205556869506836,True,0.0,-0.20842359960079193,-0.06947453320026398,3.0,-0.1285487860441208,-0.0642743930220604,2.0,5.685365958019162e-07,0,3,3,3,1.0,-1.000693539395946,-1.0626410720367299,False,2,0.6666666666666666,0.0,1.0,0.0,0.8409888249184116
~/anvil/data/cve-targets/libxml2_repo_valid.c,694,599,739,if ((ocur == XML_ELEMENT_CONTENT_PLUS) ||,if ((ocur != XML_ELEMENT_CONTENT_ONCE) &&,	    if ((ocur != XML_ELEMENT_CONTENT_ONCE) &&,0.3500015139579773,"[[2760, 421, 1781, 509, 324, 961, 11874, 27156, 25560, 98814, 8, 1009, 151664, 151659, 13437, 14, 18, 6498]]","[-0.05424634367227554, -0.6164510250091553, -0.042624492198228836, -0.17047059535980225, -1.1086402082582936e-05, -0.5772196054458618, -0.0003097769513260573, -1.5735502529423684e-05, -8.702239938429557e-06, -0.02570471540093422, -0.003556119976565242, -0.36342814564704895, -0.2185692936182022, -0.6797968745231628, -1.6912436485290527, -2.0538558959960938, -2.6752207279205322, -0.0393962636590004]",8.040970802307129,False,0.0,-2.072615637423951,-0.1594319721095347,13.0,-1.8540463438057486,-0.15450386198381239,12.0,0.04944252063248653,0,11,11,11,1.0,-2.2653253418005015,-1.01498317739813,True,11,0.8461538461538461,7.0,0.8292682926829268,3.0,2.0847987215395998
~/anvil/data/cve-targets/libsndfile_repo_src_common.c,598,470,684,"header_put_le_int (psf, size) ;","header_put_le_int (psf, size) ;","						header_put_le_int (psf, size) ;",0.0082694375887513,"[[1144, 20883, 15557, 11751, 4042, 320, 1690, 69, 11, 1379, 8, 2587, 151643]]","[-0.0008207766804844141, -4.875540980719961e-05, -3.814689989667386e-06, -0.00012575789878610522, -8.511180931236595e-05, -0.0001839230244513601, -2.0265558760002023e-06, -2.3841855067985307e-07, -4.136476854910143e-05, -0.0009333306807093322, -0.007420714013278484, -0.10327828675508499, -0.6425933837890625]",13.163368225097656,True,0.0,-0.7555374844939422,-0.05811826803799555,13.0,-0.1129441007048797,-0.009412008392073309,12.0,0.0008050038718316268,1,11,11,11,1.0,-0.8786049952649565,-1.1198423284255528,False,11,0.8461538461538461,0.0,1.0,0.0,0.7682975438461314
