file,masked_line_no,cntx_start,cntx_end,masked_line,prediction,whole_prediction,loss,generated_tokens,log_prob_scores,first_token_var,exact_match,num_generated_lines,log_seq_prob,normalized_seq_prob,generated_token_length,log_seq_prob_first_line,normalized_log_seq_prob_first_line,first_line_length,seq_prob_first_line_var,vul_label,mask_ast_complexity,pred_ast_complexity,first_line_pred_ast_complexity,mask_pred_ast_ratio,loss_to_pred_ratio,scaled_first_token_var,neg_exact_match,masked_line_token_length,length_ratio,lev_dist,lev_ratio,ast_dist,new_score
~/anvil/data/cve-targets/libtiff_repo_libtiff_tif_ojpeg.c,735,727,747,(void)s;,if (sp==NULL,"
	if (sp==NULL",0.474609375,"[[198, 743, 320, 2154, 418, 4576]]","[-1.056782841682434, -0.9110025763511658, -0.1817435622215271, -0.5885814428329468, -0.6241667866706848, -0.18685922026634216]",1.0201387405395508,False,1.0,-3.5491364300251007,-0.5915227383375168,6.0,-3.5491364300251007,-0.5915227383375168,6.0,0.10854669196810218,1,9,8,8,1.125,-0.8023518695729204,-1.1546605697248438,True,3,0.5,11.0,0.19999999999999996,10.0,1.7242370483742562
~/anvil/data/cve-targets/sqlite3_repo_src_sqliteInt.h,2107,1952,2257,((X)->op==TK_COLUMN && (X)->y.pTab==0),((X)->op==TK_COLUMN && (X)->iTable<0 && sqlite3IsVirtual((X)->pTab)),  ((X)->op==TK_COLUMN && (X)->iTable<0 && sqlite3IsVirtual((X)->pTab)),0.671875,"[[220, 1781, 55, 3997, 453, 418, 15778, 36183, 1009, 320, 55, 3997, 72, 2556, 27, 15, 1009, 22003, 18, 3872, 33026, 1188, 55, 3997, 79, 8582, 593]]","[-0.6723790168762207, -0.37566304206848145, -0.018593305721879005, -0.06717371940612793, -0.7870728373527527, -0.04217647761106491, -0.0006226746481843293, -0.06495936959981918, -0.02445344440639019, -0.1090480163693428, -0.00248540285974741, -8.523101132595912e-05, -0.5909950733184814, -0.03203953057527542, -0.07144249975681305, -0.0004357342259027064, -0.22103266417980194, -0.7085533738136292, -0.0010551605373620987, -0.3311939537525177, -0.32660967111587524, -0.15905161201953888, -0.0007914748275652528, -4.31528314948082e-05, -0.0030046815518289804, -0.0010222929995507002, -0.07223542779684067]",2.675173759460449,False,0.0,-4.684218841233815,-0.1734895867123635,27.0,-4.684218841233815,-0.1734895867123635,27.0,0.058392188223011815,1,31,42,42,0.7380952380952381,-3.8727108222001414,-1.1078603542189664,True,17,0.6296296296296297,37.0,0.6226415094339622,19.0,2.1277111192160927
~/anvil/data/cve-targets/php_repo_ext_standard_http_fopen_wrapper.c,695,634,719,) {,) {,			) {,0.16015625,"[[298, 197, 8, 314, 151643]]","[-0.36918529868125916, -0.00018749863374978304, -0.03479119762778282, -0.2858847379684448, -0.6924052834510803]",5.95156192779541,True,0.0,-1.382454016362317,-0.2764908032724634,5.0,-0.6900487329112366,-0.17251218322780915,4.0,0.025049129326417303,0,3,3,3,1.0,-0.928376460162859,-1.0207328422123034,False,2,0.4,0.0,1.0,0.0,0.9770621044128586
~/anvil/data/cve-targets/php_repo_ext_iconv_iconv.c,162,146,183,},},	},0.326171875,"[[197, 92, 151664]]","[-0.2878844141960144, -0.3257463574409485, -0.3160201907157898]",5.097916603088379,True,0.0,-0.9296509623527527,-0.30988365411758423,3.0,-0.6136307716369629,-0.30681538581848145,2.0,0.0003583816865706524,0,2,2,2,1.0,-1.0630883915090563,-1.0427505433751918,False,1,0.3333333333333333,0.0,1.0,0.0,0.9282967265650787
~/anvil/data/cve-targets/libpng_repo_pngrtran.c,1694,1673,1848,info_ptr->num_trans = 0;,},"      }
      else if (info_ptr->color_type == PNG_COLOR_TYPE",0.1396484375,"[[414, 456, 414, 770, 421, 320, 2733, 4348, 405, 3423, 1819, 621, 41639, 14471, 4189]]","[-0.7228819727897644, -0.04366029426455498, -0.040245234966278076, -0.05994863063097, -0.10702814906835556, -0.07083752751350403, -0.010916394181549549, -1.5139465176616795e-05, -2.1815061700181104e-05, -0.03989386931061745, -4.327203714638017e-05, -0.0287909097969532, -0.00276314583607018, -2.4318398573086597e-05, -0.00021669900161214173]",5.802778244018555,False,1.0,-1.1272873723228258,-0.0751524914881884,15.0,-0.8067875020205975,-0.26892916734019917,3.0,0.10303851855943387,1,10,12,2,0.8333333333333334,-0.5192759077833412,-1.0245366218915688,True,9,0.6,24.0,0.0,9.0,2.04353197556395
~/anvil/data/cve-targets/openssl_repo_crypto_pkcs7_pk7_doit.c,75,45,86,if (*pbio == NULL),if (*pbio == NULL),    if (*pbio == NULL),0.04150390625,"[[262, 421, 4609, 16650, 815, 621, 1770, 8, 151643]]","[-0.06689345836639404, -0.035219743847846985, -0.18664361536502838, -5.149708886165172e-05, -3.4570634852570947e-06, -0.003122813068330288, -0.0003665013937279582, -0.06971711665391922, -0.0718032568693161]",9.32986068725586,True,0.0,-0.4338214597169099,-0.04820238441298999,9.0,-0.3620182028475938,-0.04525227535594922,8.0,0.00362990277368711,0,15,15,15,1.0,-0.9171672788502903,-1.0660248393339578,False,7,0.7777777777777778,0.0,1.0,0.0,0.974613401295602
~/anvil/data/cve-targets/openssl_repo_ssl_statem_statem_dtls.c,599,560,646,"frag_len, 0, &readbytes);","frag_len, 0, &readbytes);","                                          frag_len, 0, &readbytes);",0.05908203125,"[[10503, 8343, 6043, 11, 220, 15, 11, 609, 878, 9651, 1215, 151664]]","[-0.28720393776893616, -0.012120995670557022, -5.006664650863968e-05, -0.2189270704984665, -0.17429009079933167, -0.14453475177288055, -0.0965670719742775, -0.013088857755064964, -0.00022516099852509797, -1.4543427823809907e-05, -0.04497143253684044, -0.36275357007980347]",2.938368082046509,True,0.0,-1.3547475499290158,-0.11289562916075131,12.0,-0.9919939798492123,-0.09018127089538294,11.0,0.009444466886152235,0,11,11,11,1.0,-0.6551474675771602,-1.1005947199673145,False,10,0.8333333333333334,0.0,1.0,0.0,0.8377490259445708
~/anvil/data/cve-targets/sqlite3_repo_src_vdbemem.c,1078,1001,1083,#endif,#endif,#endif,0.007659912109375,[[2663]],[-0.007644683588296175],7.027082443237305,True,0.0,-0.007644683588296175,-0.007644683588296175,1.0,-0.007644683588296175,-0.007644683588296175,1.0,0.0,0,2,2,2,1.0,-1.0019920407303893,-1.0063874843331027,False,1,1.0,0.0,1.0,0.0,0.9841062367877784
~/anvil/data/cve-targets/sqlite3_repo_src_expr.c,97,90,105,"Expr *pNew = sqlite3ExprAlloc(pParse->db, TK_COLLATE, pCollName, 1);","Expr *pNew = sqlite3ExprAlloc(pParse->db, TK_COLLATE, pCollName, dequote);","    Expr *pNew = sqlite3ExprAlloc(pParse->db, TK_COLLATE, pCollName, dequote);",0.076171875,"[[262, 28819, 353, 79, 3564, 284, 22003, 18, 16041, 25154, 1295, 14463, 405, 1999, 11, 44299, 74317, 2336, 11, 281, 15265, 675, 11, 409, 2949, 1215, 151643]]","[-0.01035295519977808, -0.6417685747146606, -0.0005799042410217226, -0.0016356435371562839, -0.0011943596182391047, -0.02756274864077568, -0.005680371075868607, -0.0016872945707291365, -0.16666965186595917, -0.11957116425037384, -0.006898159626871347, -8.892617915989831e-05, -0.019184749573469162, -0.0001209901092806831, -0.0025750594213604927, -0.009269416332244873, -0.0030692159198224545, -0.00012432756193447858, -0.034619979560375214, -0.017260456457734108, -7.259582343976945e-05, -4.935142715112306e-05, -0.0032606550958007574, -0.019147561863064766, -1.4305104514278355e-06, -0.040444228798151016, -0.014981143176555634]",9.17986011505127,False,0.0,-1.1478709151514295,-0.04251373759820109,27.0,-1.1328897719748738,-0.04357268353749515,26.0,0.015750517447925723,1,24,24,24,1.0,-1.7481566159323791,-1.0620347171204967,True,25,0.9259259259259259,7.0,0.9436619718309859,1.0,2.0923711967303067
~/anvil/data/cve-targets/sqlite3_repo_src_expr.c,5070,5063,5075,"Expr *pCopy = sqlite3ExprDup(db, pExpr, 0);","Expr *pCopy = sqlite3ExprDup(db, pExpr, 0);","  Expr *pCopy = sqlite3ExprDup(db, pExpr, 0);",0.0169677734375,"[[220, 28819, 353, 79, 12106, 284, 22003, 18, 16041, 85713, 9791, 11, 281, 16041, 11, 220, 15, 1215, 151643]]","[-0.004370660986751318, -0.06533341854810715, -0.0011709030950441957, -0.002803088864311576, -0.0009291622554883361, -0.08705030381679535, -0.016041504219174385, -0.00022396916756406426, -0.0020095170475542545, -0.009396848268806934, -0.03875966742634773, -0.0037637364584952593, -0.001258891774341464, -0.00010156115604331717, -0.0070507521741092205, -0.38774561882019043, -0.0023311602417379618, -0.02952497825026512, -0.007189474534243345]",10.501562118530272,True,0.0,-0.6670552171053714,-0.035108169321335335,19.0,-0.6598657425711281,-0.03665920792061823,18.0,0.00782369878432463,0,19,19,19,1.0,-0.46285161082154264,-1.0977132613739256,False,17,0.8947368421052632,0.0,1.0,0.0,0.9308114854330869
~/anvil/data/cve-targets/libsndfile_repo_src_common.c,596,470,684,"header_put_be_int (psf, size) ;","header_put_be_int (psf, size) ;","						header_put_be_int (psf, size) ;",0.003936767578125,"[[1144, 20883, 15557, 21263, 4042, 320, 1690, 69, 11, 1379, 8, 2587, 151643]]","[-0.1463928073644638, -0.00043418517452664673, -1.2755313036905136e-05, -0.00022206225548870862, -0.008451883681118488, -0.00016842853801790625, -1.1324817933200393e-05, -3.4570634852570947e-06, -0.00011896379146492109, -0.005077325273305178, -0.01707015559077263, -0.013317560777068138, -0.06256173551082611]",10.55833339691162,True,0.0,-0.2538426451515079,-0.019526357319346762,13.0,-0.19128090964068178,-0.015940075803390148,12.0,0.0015790053089281078,1,11,11,11,1.0,-0.24697295211655929,-1.0992723321213163,False,11,0.8461538461538461,0.0,1.0,0.0,0.8339211087308722
~/anvil/data/cve-targets/openssl_repo_crypto_evp_encode.c,247,239,250,ctx->length = 0;,ctx->line_num = 0;,"    ctx->line_num = 0;
    ctx->",0.328125,"[[262, 5635, 405, 1056, 4273, 284, 220, 15, 280, 262, 5635, 405]]","[-0.018319575116038322, -0.018851755186915398, -0.00019202772818971425, -0.9238836765289307, -0.47328826785087585, -0.0004440752090886235, -0.002980079036206007, -0.009570195339620113, -0.13274140655994415, -0.04044697806239128, -0.003703166265040636, -8.713819261174649e-05]",6.669445037841797,False,1.0,-1.6245083410758525,-0.13537569508965439,12.0,-1.6207180366182001,-0.16207180366182,10.0,0.08349380749632326,0,10,12,10,0.8333333333333334,-2.0245656097260913,-1.0025770792989643,True,7,0.5833333333333334,6.0,0.7647058823529411,1.0,2.128442024195874
