file,masked_line_no,cntx_start,cntx_end,masked_line,prediction,whole_prediction,loss,generated_tokens,log_prob_scores,first_token_var,exact_match,num_generated_lines,log_seq_prob,normalized_seq_prob,generated_token_length,log_seq_prob_first_line,normalized_log_seq_prob_first_line,first_line_length,seq_prob_first_line_var,vul_label,mask_ast_complexity,pred_ast_complexity,first_line_pred_ast_complexity,mask_pred_ast_ratio,loss_to_pred_ratio,scaled_first_token_var,neg_exact_match,masked_line_token_length,length_ratio,lev_dist,lev_ratio,ast_dist,new_score
~/anvil/data/cve-targets/openssl_repo_crypto_pkcs7_pk7_doit.c,331,307,546,const char *propq;,OSSL_LIB_CTX *libctx;,"    OSSL_LIB_CTX *libctx;
   ",1.8326927423477173,"[[262, 506, 22594, 26207, 44233, 353, 2740, 3773, 280, 262]]","[-0.025467440485954285, -1.662958025932312, -0.004970218520611525, -1.5615133047103882, -0.0017287085065618157, -0.018778521567583084, -0.20623621344566345, -0.006757857743650675, -0.6338387727737427, -0.0206089336425066]",8.941144943237305,False,1.0,-4.142857997328974,-0.4142857997328974,10.0,-4.142857997328974,-0.4142857997328974,10.0,0.3933210235494292,1,9,7,7,1.2857142857142858,-4.423740189814157,-1.0653379515287973,True,6,0.6,18.0,0.15384615384615385,4.0,2.0344410091648206
~/anvil/data/cve-targets/lua_repo_ldo.c,330,309,331,L->oldpc = ci->previous->u.l.savedpc;,ci->previous->u.l.oldpc = ci->func;  /* set 'oldpc' */,"    ci->previous->u.l.oldpc = ci->func;  /* set 'oldpc' */
",1.0388822555541992,"[[262, 11825, 405, 19702, 405, 84, 918, 46061, 3992, 284, 11825, 405, 2830, 26, 220, 1391, 738, 364, 813, 3992, 6, 735]]","[-0.08369597047567368, -1.1283279657363892, -0.012212736532092094, -0.5496320128440857, -0.49614131450653076, -1.5342426300048828, -0.7779715657234192, -1.2622363567352295, -0.011573907919228077, -0.25820913910865784, -0.48617398738861084, -0.012152912095189095, -1.0513269901275635, -0.6457313299179077, -0.17851227521896362, -0.002870251191779971, -1.6120870113372803, -0.8854907751083374, -0.011983545497059822, -0.016522955149412155, -0.014125015586614609, -0.35494887828826904]",6.379340171813965,False,1.0,-11.386169526493177,-0.5175531602951444,22.0,-11.386169526493177,-0.5175531602951444,22.0,0.26613349169291983,1,22,23,23,0.9565217391304348,-2.0072957432271443,-1.0007533286917258,True,14,0.6363636363636364,38.0,0.5054945054945055,12.0,2.3424527226957714
~/anvil/data/cve-targets/libxml2_repo_HTMLparser.c,3862,3808,3891,},},"    }
   ",3.090871810913086,"[[262, 456, 262]]","[-0.022088928148150444, -0.10234325379133224, -0.013536333106458187]",9.73281192779541,True,1.0,-0.13796851504594088,-0.045989505015313625,3.0,-0.13796851504594088,-0.045989505015313625,3.0,0.0016000636475465065,0,2,2,2,1.0,-67.20819912899442,-1.086632808950342,False,1,0.3333333333333333,0.0,1.0,0.0,1.0162635994622669
~/anvil/data/cve-targets/libpng_repo_png.c,2441,2368,2463,goto PNG_FP_End; /* not a part of the number */,goto PNG_FP_End;,            goto PNG_FP_End;,0.2563775777816772,"[[310, 7986, 41639, 70981, 49953, 26, 151643]]","[-0.03045498952269554, -0.0241963230073452, -0.0010418231831863523, -5.6980417866725475e-05, -0.001740013831295073, -0.127742201089859, -0.6442106366157532]",6.607812881469727,False,0.0,-0.8294429676680011,-0.11849185252400016,7.0,-0.1852323310522479,-0.03087205517537465,6.0,0.002019441986520523,0,6,5,5,1.2,-8.304519291808564,-1.0049710877198925,True,13,1.8571428571428572,31.0,0.5079365079365079,1.0,2.054530437110209
~/anvil/data/cve-targets/php_repo_ext_phar_phar.c,901,632,1125,"PHAR_GET_32(buffer, manifest_flags);",if (alias) {,"	if (alias) {
		if (alias_len) {
			/* if we have",1.1034612655639648,"[[743, 320, 14956, 8, 341, 197, 743, 320, 14956, 6043, 8, 341, 298, 197, 1057, 421, 582, 614]]","[-0.642964780330658, -0.22400806844234467, -1.644106149673462, -1.0001190900802612, -0.00956712570041418, -0.0023292573168873787, -1.2093921899795532, -0.31587591767311096, -1.408875823020935, -0.060333315283060074, -0.7702174186706543, -0.006557375658303499, -0.004157828167080879, -1.2266653776168823, -0.6402739882469177, -2.033846378326416, -1.0230023860931396, -0.32104402780532837]",2.0659725666046143,False,2.0,-12.54333649808541,-0.6968520276714116,18.0,-3.5230944715440273,-0.5871824119240046,6.0,0.3497173992177424,1,11,18,10,0.6111111111111112,-1.8792478166167879,-1.1147021455753823,True,11,0.6111111111111112,30.0,0.29166666666666663,10.0,1.781522621634225
~/anvil/data/cve-targets/sqlite3_repo_src_build.c,3400,3379,3404,p->nKeyCol = nCol - 1;,p->nExtra = nExtra;,    p->nExtra = nExtra;,1.374972939491272,"[[262, 281, 405, 77, 11612, 284, 308, 11612, 26, 151643]]","[-0.05488027259707451, -0.34569451212882996, -0.015569092705845833, -0.3385009765625, -0.39048197865486145, -0.12345843017101288, -0.1435413807630539, -0.003803164465352893, -0.500522255897522, -0.3451119363307953]",7.934722900390625,False,0.0,-2.2615640002768487,-0.22615640002768486,10.0,-1.9164520639460534,-0.21293911821622816,9.0,0.029790390616887867,0,13,10,10,1.3,-6.457117654141224,-1.0388678590484428,True,12,1.2,13.0,0.4390243902439024,5.0,2.130414836001738
~/anvil/data/cve-targets/poppler_repo_fofi_FoFiType1C.cc,769,741,1040,if (charset[i] >= nCIDs) {,if (codeMap[i] >= 0 && codeMap[i] < nGlyph,            if (codeMap[i] >= 0 && codeMap[i] < nGlyph,1.020177960395813,"[[310, 421, 320, 1851, 2227, 989, 60, 2604, 220, 15, 1009, 2038, 2227, 989, 60, 366, 308, 82039]]","[-0.030921461060643196, -0.16687346994876862, -0.030303727835416794, -1.3331791162490845, -0.012095792219042778, -0.678406834602356, -0.026504207402467728, -0.18966665863990784, -0.01735629513859749, -0.0024559118319302797, -0.1019851565361023, -0.01122658047825098, -1.6093124941107817e-05, -0.000248043768806383, -0.0003300360403954983, -0.010299744084477425, -0.36122527718544006, -0.047784850001335144]",11.040972709655762,False,0.0,-3.020879256147964,-0.16782662534155357,18.0,-3.020879256147964,-0.16782662534155357,18.0,0.10782608207287522,0,18,23,23,0.782608695652174,-6.0787610924046795,-1.1227575621713886,True,11,0.6111111111111112,29.0,0.4117647058823529,15.0,1.8201811224573128
~/anvil/data/cve-targets/php_repo_ext_phar_phar.c,2299,2285,2321,"written = php_stream_write(newfile, ZSTR_VAL(newstub), phar->halt_offset);",if (newstub) {,"			if (newstub) {
				spprintf(error, 0, ""unable to create stub in new phar \""%s\"""", phar->fname",0.7734304070472717,"[[298, 743, 320, 931, 59398, 8, 341, 571, 1903, 602, 1586, 69, 6390, 11, 220, 15, 11, 330, 45928, 311, 1855, 13633, 304, 501, 1319, 277, 32328, 82, 55853, 1319, 277, 405, 23993]]","[-0.23656868934631348, -0.8478457927703857, -0.2750571668148041, -1.2063716650009155, -0.014040384441614151, -0.32517942786216736, -0.03648773953318596, -0.0015357855008915067, -0.8849565982818604, -0.027940385043621063, -0.00013469743134919554, -0.00011789103882620111, -0.07420465350151062, -0.00258516613394022, -0.011970588006079197, -0.0013713965890929103, -0.009226541966199875, -0.040026504546403885, -0.1363082230091095, -0.0025101364590227604, -0.22517910599708557, -0.099821075797081, -0.5473020076751709, -0.12367208302021027, -0.007457631640136242, -7.86750388215296e-05, -0.011212434619665146, -0.00040391870425082743, -0.03281182795763016, -0.014188013039529324, -3.9219088648678735e-05, -0.00019834458362311125, -0.00159172632265836]",8.503862380981445,False,1.0,-5.198395496761805,-0.15752713626550924,33.0,-2.943086651270278,-0.3678858314087847,8.0,0.16629361238668294,0,24,25,10,0.96,-2.102365301989184,-1.0537550367401616,True,20,0.6060606060606061,61.0,0.2954545454545454,20.0,2.1285427274377535
~/anvil/data/cve-targets/libsndfile_repo_src_alaw.c,163,98,274,"0xb3, 0xb3, 0xb3, 0xb3, 0xb3, 0xb3, 0xb3, 0xb3, 0xb3, 0xb3, 0xb3, 0xb3,","0xb3, 0xb3, 0xb3, 0xb3, 0xb3, 0xb3, 0xb3, 0xb3, 0xb3, 0xb3, 0xb3, 0xb3,","	0xb3, 0xb3, 0xb3, 0xb3, 0xb3, 0xb3, 0xb3, 0xb3, 0xb3, 0xb3, 0xb3, 0xb3,
	0xb3, 0xb3, 0xb3, 0xb3, 0xb3, 0xb3,",0.1236690282821655,"[[197, 15, 7929, 18, 11, 220, 15, 7929, 18, 11, 220, 15, 7929, 18, 11, 220, 15, 7929, 18, 11, 220, 15, 7929, 18, 11, 220, 15, 7929, 18, 11, 220, 15, 7929, 18, 11, 220, 15, 7929, 18, 11, 220, 15, 7929, 18, 11, 220, 15, 7929, 18, 11, 220, 15, 7929, 18, 11, 220, 15, 7929, 18, 345, 197, 15, 7929, 18, 11, 220, 15, 7929, 18, 11, 220, 15, 7929, 18, 11, 220, 15, 7929, 18, 11, 220, 15, 7929, 18, 11, 220, 15, 7929, 18, 11]]","[-0.0029295645654201508, -0.0009110590908676386, -0.10969974845647812, -1.573603630065918, -0.00016902448260225356, -0.00017927470616996288, -2.6225699912174605e-05, -0.0007033258443698287, -0.0005644158809445798, -0.00012683063687290996, -7.784063927829266e-05, -2.407998726994265e-05, -0.0006560318870469928, -0.0003980797773692757, -0.0001820160250645131, -9.333651541965082e-05, -2.2053474822314456e-05, -0.00017331528943032026, -0.00020549570035655051, -0.0005858612130396068, -0.0002522150462027639, -3.838465272565372e-05, -0.0014077048981562257, -0.0037111237179487944, -0.00023135847004596144, -5.721882189391181e-05, -1.2993727978027891e-05, -6.341733387671411e-05, -0.0001554368354845792, -0.000554288737475872, -0.00016234986833296716, -2.3483953555114567e-05, -9.30981186684221e-05, -0.00020823694649152458, -0.0005413020844571292, -0.0001551984460093081, -3.45700973412022e-05, -0.00014256415306590497, -0.00031144535751082003, -0.0013298486592248082, -0.0002488780301064253, -5.018585216021165e-05, -0.0007292948430404067, -0.005763341672718525, -0.0012871085200458765, -0.00014065706636756659, -3.0397906812140718e-05, -0.00048351517762057483, -0.002434863243252039, -0.0005018643569201231, -8.368142152903602e-05, -2.4199192921514623e-05, -0.00020346954988781363, -0.0005497612874023616, -0.0013450870756059885, -0.00026675479602999985, -2.8490614567999728e-05, -0.0001380348257953301, -0.00025006983196362853, -0.014423632994294167, -0.00034767304896377027, -0.00012838016846217215, -0.0009713222389109433, -0.0038056583143770695, -0.00029523781267926097, -9.703165414975956e-05, -2.1457441107486375e-05, -7.188061863416806e-05, -0.00031251792097464204, -0.0002329078270122409, -8.83301836438477e-05, -2.1576648578047752e-05, -8.892617915989831e-05, -0.00019369633810129017, -0.0003250309091527015, -8.21318244561553e-05, -1.811964830267243e-05, -7.30726242181845e-05, -0.00013755806139670312, -0.0003771070914808661, -0.0002445875434204936, -6.437094270950183e-05, -0.0018358058296144009, -0.038089267909526825, -0.00022349244682118297, -6.23445157543756e-05, -1.3828182090946939e-05, -4.7205765440594405e-05, -0.000144709600135684, -0.0003023882454726845]",8.671701431274414,True,1.0,-1.778518355658889,-0.019761315062876546,90.0,-1.7301484111731043,-0.028363088707755807,61.0,0.03999134914130679,0,25,37,25,0.6756756756756757,-4.360210185724538,-1.0581858571631766,False,59,0.6555555555555556,0.0,1.0,0.0,1.048188979715614
~/anvil/data/cve-targets/php_repo_ext_phar_util.c,1445,1252,1478,PHP_MD5_CTX   context;,PHP_MD5_CTX context;,			PHP_MD5_CTX context;,0.0882955715060234,"[[298, 10025, 6610, 46497, 20, 44233, 2266, 26, 151643]]","[-0.04122871160507202, -0.024058660492300987, -0.0008453133050352335, -0.005113024730235338, -0.0018267625709995627, -0.0032387918327003717, -0.6495594382286072, -0.6947199702262878, -0.65972501039505]",8.350001335144043,False,0.0,-2.0803156833862886,-0.23114618704292095,9.0,-1.4205906729912385,-0.17757383412390482,8.0,0.08182785981439569,1,5,5,5,1.0,-0.49723300700042233,-1.0497095260093634,True,7,0.7777777777777778,2.0,0.9523809523809523,0.0,1.8498398310494117
