file,masked_line_no,cntx_start,cntx_end,masked_line,prediction,whole_prediction,loss,generated_tokens,log_prob_scores,first_token_var,exact_match,num_generated_lines,log_seq_prob,normalized_seq_prob,generated_token_length,log_seq_prob_first_line,normalized_log_seq_prob_first_line,first_line_length,seq_prob_first_line_var,vul_label,mask_ast_complexity,pred_ast_complexity,first_line_pred_ast_complexity,mask_pred_ast_ratio,loss_to_pred_ratio,scaled_first_token_var,neg_exact_match,masked_line_token_length,length_ratio,lev_dist,lev_ratio,ast_dist,new_score
~/anvil/data/cve-targets/php_repo_ext_phar_zip.c,144,138,159,do {,do {,	do {,0.0107929445803165,"[[184, 2848, 507, 32014]]","[-0.09516150504350662, -0.01692025549709797, -0.0040059806779026985, -0.20244503021240234]",6.479861259460449,True,0.0,-0.11608774121850729,-0.03869591373950243,3.0,-0.11608774121850729,-0.03869591373950243,3.0,0.0016219779163397004,0,3,3,3,1.0,-0.27891690716941525,-1.067511110001312,False,2,0.6666666666666666,0.0,1.0,0.0,0.8030388481300604
~/anvil/data/cve-targets/libsndfile_repo_src_flac.c,339,333,397,{	case FLAC__METADATA_TYPE_STREAMINFO :,{	case FLAC__METADATA_TYPE_STREAMINFO :,"	{	case FLAC__METADATA_TYPE_STREAMINFO :
			psf->sf.format",0.0201870668679475,"[[5849, 14288, 17235, 2585, 1437, 44, 2421, 3195, 10216, 62, 10441, 62, 1428, 1369, 2348, 17980, 1191, 185, 459, 184, 829, 69, 12, 29, 5274, 13, 7697]]","[-0.31446829438209534, -0.016765762120485306, -0.00157803890760988, 0.0, -6.6756979322235566e-06, -0.0011986460303887725, -5.960462772236497e-07, -1.1920928244535389e-07, -5.960462772236497e-07, -2.0265558760002023e-06, -2.7418097943154862e-06, -1.8000440832111053e-05, -0.0012407946633175015, -1.4305104514278355e-06, -2.622600959512056e-06, -6.758938252460212e-05, -0.006915207486599684, -0.43627768754959106, -0.009723798371851444, -0.10846206545829773, -0.016947096213698387, -2.3841830625315197e-06, -0.20155376195907593, -9.536738616588991e-07, -0.06604227423667908, -0.005635445937514305, -0.1320408135652542]",13.104167938232422,True,1.0,-1.31895542303959,-0.04885020085331814,27.0,-0.8967326932704438,-0.04719645754054967,19.0,0.013060750346359761,1,8,12,8,0.6666666666666666,-0.42772419626204833,-1.1054779699172979,False,17,0.6296296296296297,0.0,1.0,0.0,0.7428400985447747
~/anvil/data/cve-targets/php_repo_ext_exif_exif.c,2659,2641,2730,switch(ImageInfo->Thumbnail.filetype) {,switch (ImageInfo->Thumbnail.filetype) {,"	switch (ImageInfo->Thumbnail.filetype) {
		case IMAGE_FILETYPE_",0.1873629093170166,"[[184, 16543, 334, 6635, 4580, 12, 29, 1080, 4313, 28490, 13, 2800, 2139, 8, 507, 185, 184, 14288, 18929, 9302, 62, 12929, 10441, 62]]","[-0.2730536162853241, -0.07597248256206512, -0.09171260893344879, -0.006959720514714718, -9.65590606938349e-06, -2.4318398573086597e-05, -1.1920928244535389e-07, -0.058932606130838394, -8.22540732769994e-06, -1.4305104514278355e-06, -7.009260298218578e-05, -0.003065056400373578, -0.0002445875434204936, -0.0031424211338162422, -0.004334934521466494, -0.40168195962905884, -0.014968576841056347, -0.05152682214975357, -0.016094528138637543, -0.00022218143567442894, -4.577531944960356e-05, -0.002085298066958785, -0.0009508379152975976, -0.00010978573118336499]",8.757118225097656,False,1.0,-1.0052176412872242,-0.04188406838696768,24.0,-0.9341824125302693,-0.05495190661942761,17.0,0.011914015570573378,0,16,15,16,1.0666666666666667,-3.4095797733572475,-1.0084338153342145,True,14,0.5833333333333334,1.0,0.9873417721518988,0.0,2.167170699522058
~/anvil/data/cve-targets/php_repo_ext_phar_util.c,379,290,436,},},"		}
	",0.0001147919538198,"[[184, 1839, 185, 184]]","[-0.1823367029428482, -0.00012468514614738524, -0.04097151756286621, -0.014912792481482029]",16.079166412353516,True,1.0,-0.23834569813334383,-0.05958642453333596,4.0,-0.23834569813334383,-0.05958642453333596,4.0,0.005236394365696594,0,2,2,2,1.0,-0.0019264782996935655,-1.190832634441424,False,1,0.25,0.0,1.0,0.0,0.40419325176113
~/anvil/data/cve-targets/poppler_repo_poppler_Stream.cc,4046,3995,4088,if (i + repeat > numLitCodes + numDistCodes) {,if (i + repeat > numLitCodes + numDistCodes) {,            if (i + repeat > numLitCodes + numDistCodes) {,0.0093519324436783,"[[655, 562, 334, 72, 945, 12956, 1938, 1181, 43, 260, 34, 3368, 945, 1181, 10747, 34, 3368, 8, 507, 32014]]","[-0.004647999536246061, -0.015633055940270424, -0.02133105881512165, -0.082351453602314, -0.0013653251808136702, -0.00044490929576568305, -0.004507618956267834, -0.0004109491710551083, -0.00018034738604910672, -4.768370445162873e-07, -3.576272320060525e-06, -1.1920922133867862e-06, -0.0003554189461283386, -7.521823135903105e-05, -5.960446742392378e-06, -9.583967766957358e-05, -2.3841855067985307e-07, -0.04397531971335411, -0.00030012393835932016, -0.2521525025367737]",15.05225658416748,True,0.0,-0.17568608245764494,-0.009246635918823418,19.0,-0.17568608245764494,-0.009246635918823418,19.0,0.0004123636422079268,0,19,19,19,1.0,-1.011387549567138,-1.1606497870723909,False,18,0.9473684210526315,0.0,1.0,0.0,0.69340011613061
~/anvil/data/cve-targets/libxml2_repo_HTMLparser.c,4240,4229,4303,return;,return;,	return;,0.2450599372386932,"[[3404, 26, 32014]]","[-0.48886609077453613, -0.0014072287594899535, -0.18418855965137482]",5.822221279144287,True,0.0,-0.4902733195340261,-0.24513665976701304,2.0,-0.4902733195340261,-0.24513665976701304,2.0,0.05940403553925096,0,4,4,4,1.0,-0.9996870214010717,-1.0852071311625129,False,2,1.0,0.0,1.0,0.0,0.8011334352933213
~/anvil/data/cve-targets/poppler_repo_poppler_GfxState.cc,2408,2401,2421,int i;,int i;,"    int i;
    func",0.1713465899229049,"[[315, 1097, 460, 26, 185, 315, 12293]]","[-0.17133262753486633, -0.4667534828186035, -0.027060015127062798, -0.05052747577428818, -0.1285082995891571, -0.7553051710128784, -1.6664011478424072]",9.676387786865234,True,1.0,-3.2658882196992636,-0.4665554599570377,7.0,-1.5994870718568563,-0.2665811786428094,6.0,0.06851768146510819,1,5,8,5,0.625,-0.6427557669121541,-1.0146901445918308,False,3,0.42857142857142855,0.0,1.0,0.0,1.0197348920872462
~/anvil/data/cve-targets/libsndfile_repo_src_alaw.c,163,100,274,"0xb3, 0xb3, 0xb3, 0xb3, 0xb3, 0xb3, 0xb3, 0xb3, 0xb3, 0xb3, 0xb3, 0xb3,","0xb3, 0xb3, 0xb3, 0xb3, 0xb3, 0xb3, 0xb3, 0xb3, 0xb3, 0xb3, 0xb3, 0xb3,","	0xb3, 0xb3, 0xb3, 0xb3, 0xb3, 0xb3, 0xb3, 0xb3, 0xb3, 0xb3, 0xb3, 0xb3,
	0xb3, 0xb3, 0xb3, 0xb3, 0xb3, 0xb3,",0.005642672535032,"[[184, 15, 87, 65, 18, 11, 207, 15, 87, 65, 18, 11, 207, 15, 87, 65, 18, 11, 207, 15, 87, 65, 18, 11, 207, 15, 87, 65, 18, 11, 207, 15, 87, 65, 18, 11, 207, 15, 87, 65, 18, 11, 207, 15, 87, 65, 18, 11, 207, 15, 87, 65, 18, 11, 207, 15, 87, 65, 18, 11, 207, 15, 87, 65, 18, 11, 207, 15, 87, 65, 18, 11, 185, 184, 15, 87, 65, 18, 11, 207, 15, 87, 65, 18, 11, 207, 15, 87, 65, 18, 11, 207, 15, 87, 65, 18, 11, 207, 15, 87, 65, 18, 11, 207, 15, 87, 65, 18, 11]]","[-0.002441046992316842, -4.4225667807040736e-05, -0.0019408691441640258, -0.0021589321549981833, -0.04584403708577156, -0.0002985746832564473, -9.274052717955783e-05, -1.0132738680113107e-05, -4.9828242481453344e-05, -9.417489309271332e-06, -0.0002213471452705562, -9.822363062994555e-05, -0.00014280252798926085, -3.4570634852570947e-06, -2.5033637939486653e-05, -1.5139465176616795e-05, -0.0002971446083392948, -1.680836794548668e-05, -3.373566141817719e-05, -2.861018856492592e-06, -2.1576648578047752e-05, -3.7788631743751466e-05, -0.0006205302197486162, -3.6000557884108275e-05, -0.0001532914029667154, -1.4066597032069694e-05, -0.0002898749662563205, -0.0005694198189303279, -0.16107390820980072, -1.585470999998506e-05, -1.1920858014491387e-05, -3.6954811548639555e-06, -1.8954096958623268e-05, -1.0013530300057027e-05, -0.0003426679759286344, -1.168244216387393e-05, -3.099393507000059e-05, -7.116541382856667e-05, -1.0609570381348021e-05, -1.5258672647178173e-05, -0.00016115797916427255, -1.7165990357170813e-05, -7.676783570786938e-05, -1.4424220353248529e-05, -2.5748875486897305e-05, -4.7801782784517854e-05, -0.002113967202603817, -0.000120751719805412, -0.00014220656885299832, -2.1934269170742482e-05, -0.0011519708205014467, -0.0013724679592996836, -0.11365752667188644, -3.266281055402942e-05, -1.0251946150674485e-05, -1.311301275563892e-06, -1.5258672647178173e-05, -5.960446742392378e-06, -0.00027891082572750747, -2.3603161025675945e-05, -2.0146166207268834e-05, -4.529942543740617e-06, -7.748573807475623e-06, -8.821448318485636e-06, -0.00016127715934999287, -6.139089964563027e-05, -0.00012599628826137632, -3.8980677345534787e-05, -2.396077979938127e-05, -2.1219027985353023e-05, -0.0014698426239192486, -0.006838134024292231, -0.3485579788684845, -3.40932747349143e-05, -4.768360213347478e-06, -0.0023148665204644203, -0.0036210936959832907, -0.08948997408151627, -4.529942543740617e-06, -3.3378546504536644e-06, -9.536738616588991e-07, -6.556489552167477e-06, -3.933898824470816e-06, -0.00019834458362311125, -5.364403477869928e-06, -9.059865078597795e-06, -2.145764938177308e-06, -8.583032467868179e-06, -6.9141146923357155e-06, -0.0004094000905752182, -1.2874520507466514e-05, -2.288792165927589e-05, -1.4185804502631072e-05, -1.2159273865108844e-05, -1.966933996300213e-05, -0.0013949673157185316, -5.125868119648658e-05, -0.00011312322021694854, -1.585470999998506e-05, -0.005535275209695101, -0.011997679248452187, -0.3493366837501526, -1.8000440832111053e-05, -6.556489552167477e-06, -8.4638240878121e-06, -1.811964830267243e-05, -1.5258672647178173e-05, -0.0006727101281285286, -1.1801649634435307e-05]",14.05052089691162,True,1.0,-1.1591389586287733,-0.01063430237274104,109.0,-0.693771602407196,-0.009375291924421568,74.0,0.0021084496002180286,0,25,37,25,0.6756756756756757,-0.6018663291255476,-1.1319441231348812,False,71,0.6513761467889908,0.0,1.0,0.0,0.8506643172948019
~/anvil/data/cve-targets/php_repo_ext_exif_exif.c,3659,3619,3700,if (pos+length>=ImageInfo->Thumbnail.size) {,pos += 2;,"		pos += 2;
		if (pos+length>ImageInfo->Thumbnail.size) {
			",0.1949796229600906,"[[184, 184, 937, 23323, 17, 26, 185, 184, 2944, 334, 937, 10, 4082, 29, 6635, 4580, 12, 29, 1080, 4313, 28490, 13, 3017, 8, 507, 185, 459, 184]]","[-0.02367291785776615, -0.47229185700416565, -0.04816129058599472, -0.648928701877594, -0.012647891417145729, -0.005103180650621653, -0.20580090582370758, -0.04501428082585335, -0.13753634691238403, -0.05419733747839928, -0.28142815828323364, -0.4229923486709595, -0.011608198285102844, -0.8323131799697876, -0.009268117137253284, -4.768370445162873e-07, -5.960446742392378e-06, 0.0, -6.544376083184034e-05, -1.5497195136049413e-06, 0.0, -8.821448318485636e-06, -2.4199192921514623e-05, -0.02983083575963974, -0.12886717915534973, -0.4843783974647522, -0.011757481843233109, -0.11811337620019913]",11.327950477600098,False,2.0,-3.9840184346085152,-0.14228637266458982,28.0,-1.4616210260428488,-0.1827026282553561,8.0,0.05307153527733163,1,22,28,7,0.7857142857142857,-1.0671965960313141,-1.057462697296084,True,17,0.6071428571428571,40.0,0.2264150943396226,20.0,2.0834310626711576
~/anvil/data/cve-targets/libsndfile_repo_src_alaw.c,307,303,313,{,{,		{,3.170416831970215,"[[184, 5849, 32014]]","[-0.04541671648621559, -0.010329004377126694, -0.3823598027229309]",10.022396087646484,True,0.0,-0.055745720863342285,-0.027872860431671143,2.0,-0.055745720863342285,-0.027872860431671143,2.0,0.0003077868852625759,1,2,2,2,1.0,-113.74565734802589,-1.0235054972574018,False,1,0.5,0.0,1.0,0.0,1.4965011630752123
