file,masked_line_no,cntx_start,cntx_end,masked_line,prediction,whole_prediction,loss,generated_tokens,log_prob_scores,first_token_var,exact_match,num_generated_lines,log_seq_prob,normalized_seq_prob,generated_token_length,log_seq_prob_first_line,normalized_log_seq_prob_first_line,first_line_length,seq_prob_first_line_var,vul_label,mask_ast_complexity,pred_ast_complexity,first_line_pred_ast_complexity,mask_pred_ast_ratio,loss_to_pred_ratio,scaled_first_token_var,neg_exact_match,masked_line_token_length,length_ratio,lev_dist,lev_ratio,ast_dist,new_score
~/anvil/data/cve-targets/libtiff_repo_libtiff_tif_pixarlog.c,877,866,919,: LogK1*log(v*LogK2) + 0.5 ),: (int32_t) (v*4095.99999999999999999,		  : (int32_t) (v*4095.99999999999999999,1.627616047859192,"[[12, 12, 29871, 584, 313, 524, 29941, 29906, 29918, 29873, 29897, 313, 29894, 29930, 29946, 29900, 29929, 29945, 29889, 29929, 29929, 29929, 29929, 29929, 29929, 29929, 29929, 29929, 29929, 29929, 29929, 29929, 29929, 29929, 29929, 29929]]","[-0.006709073204547167, -0.005356839392334223, -0.0279531367123127, -0.0012973472476005554, -0.9270895719528198, -1.0898038148880005, -0.544445276260376, -1.2993727978027891e-05, -0.0010296764085069299, -8.082063141046092e-05, -0.6262006163597107, -1.0366477966308594, -0.3610328733921051, -0.4792104959487915, -1.2376106977462769, -0.6538232564926147, -0.03473028913140297, -0.48614078760147095, -0.5179368853569031, -0.9868373274803162, -0.10894603282213211, -0.5009477138519287, -0.954717755317688, -0.776278555393219, -0.7641010880470276, -0.7950511574745178, -0.5287966728210449, -0.3124768137931824, -0.36374256014823914, -0.3601822555065155, -0.28105029463768005, -0.519891083240509, -0.8767870664596558, -0.5034957528114319, -0.4459850788116455, -0.46149104833602905]",8.721515655517578,False,0.0,-17.577890506038784,-0.4882747362788551,36.0,-17.577890506038784,-0.4882747362788551,36.0,0.12341008080767457,0,18,11,11,1.6363636363636365,-3.3334021339364477,-1.0599411765482047,True,19,0.5277777777777778,32.0,0.24615384615384617,13.0,2.3492555500510877
~/anvil/data/cve-targets/libsndfile_repo_src_common.c,620,470,684,psf->header.ptr [psf->header.indx] = 0 ;,psf->header.ptr [psf->header.indx - 1] = 0 ;,					psf->header.ptr [psf->header.indx - 1] = 0 ;,0.1738153100013733,"[[12, 12, 12, 12, 12, 567, 29888, 976, 6672, 29889, 7414, 518, 567, 29888, 976, 6672, 29889, 513, 29916, 448, 29871, 29896, 29962, 353, 29871, 29900, 2056, 32010, 2]]","[-0.005641728173941374, -5.0424259825376794e-05, -2.586808113846928e-05, -2.169585604860913e-05, -0.000120751719805412, -0.3705822229385376, -6.198863957251888e-06, -0.0029714026022702456, -0.00020728347590193152, -1.4662635294371285e-05, -0.0034407719504088163, -0.0011435167398303747, -0.0006803343421779573, -8.344646857949556e-07, -1.2874520507466514e-05, -2.407998726994265e-05, -4.887569048150908e-06, -0.0004472924047149718, -5.8412379075889476e-06, -0.026946302503347397, -0.013277093879878521, -0.01395609974861145, -0.001085764612071216, -0.0002609150833450258, -0.006404944229871035, -0.0005952732171863317, -0.00031096869497559965, -0.10948158800601959, 0.0]",9.439495086669922,False,0.0,-0.5577216217985779,-0.019231780062019928,29.0,-0.4482400337925583,-0.016601482733057712,27.0,0.004854968272095108,1,24,27,27,0.8888888888888888,-10.469866625543238,-1.0410855084930721,True,19,0.6551724137931034,4.0,0.9523809523809523,3.0,2.1906136578015385
~/anvil/data/cve-targets/poppler_repo_poppler_SplashOutputDev.cc,1699,1633,1887,doAdjustFontMatrix = true;,faceIndex = fontLoc->faceIndex;,"           faceIndex = fontLoc->faceIndex;
            if (font",0.5644024610519409,"[[9651, 3700, 3220, 353, 4079, 3524, 976, 2161, 3220, 29936, 13, 9651, 565, 313, 5657]]","[-0.10982739180326462, -0.7391136288642883, -0.0001652104256208986, -0.00041154498467221856, -0.07195935398340225, -0.0005062728887423873, -4.756337511935271e-05, -0.014983609318733215, -0.0020140379201620817, -0.00395575538277626, -0.08330141752958298, -0.1770009696483612, -0.9407652616500854, -0.2543143630027771, -0.12029344588518143]",11.765582084655762,False,1.0,-2.5186598266627698,-0.16791065511085132,15.0,-1.2032867561247258,-0.10027389634372715,12.0,0.04011533725735843,0,7,13,10,0.5384615384615384,-5.628608058843505,-1.018049200964455,True,8,0.5333333333333333,25.0,0.2807017543859649,5.0,2.121063048040564
~/anvil/data/cve-targets/libtiff_repo_libtiff_tif_next.c,34,26,38,case 1:	op[0] |= (v) << 4; break;	\,case 1:	op[0] |= (v) << 4; break;	\,	case 1:	op[0] |= (v) << 4; break;	\,0.0083096781745553,"[[12, 4878, 29871, 29896, 29901, 12, 459, 29961, 29900, 29962, 891, 29922, 313, 29894, 29897, 3532, 29871, 29946, 29936, 2867, 29936, 12, 29905, 32010, 2]]","[-0.0016568278660997748, -0.0013947292463853955, -2.145764938177308e-06, -0.00036244976217858493, -5.602820692729438e-06, -0.003389449091628194, -0.0037549480330199003, -8.904537389753386e-05, -0.028122950345277786, -8.940656698541716e-06, -0.05445702373981476, -1.1205610462639015e-05, -0.013081209734082222, -0.019979069009423256, -0.0013260389678180218, -0.0253270473331213, -0.00016532962035853416, -0.004364963620901108, -0.00024625606602057815, -0.010079083032906055, -0.003946850076317787, -0.006521846167743206, -0.012058809399604797, -0.0789007619023323, -3.576278118089249e-07]",13.732789993286133,True,0.0,-0.269252940869535,-0.0107701176347814,25.0,-0.19035182133939088,-0.008276166145190908,23.0,0.00016301117815572394,0,25,25,25,1.0,-1.0040492214361676,-1.0693686693382065,False,22,0.88,0.0,1.0,0.0,1.108271155971859
~/anvil/data/cve-targets/libtiff_repo_libtiff_tif_next.c,118,39,140,while (n-- > 0 && npixels < imagewidth),if (npixels + n > imagewidth),"				if (npixels + n > imagewidth)
					n = imagewidth",0.564393937587738,"[[12, 12, 12, 12, 361, 313, 9302, 861, 1379, 718, 302, 1405, 1967, 2103, 29897, 13, 12, 12, 12, 12, 12, 29876, 353, 1967, 2103]]","[-0.5130116939544678, -0.0012417471734806895, -0.0006384003208950162, -0.001348301419056952, -0.21636095643043518, -0.4573896527290344, -0.6226800084114075, -3.3378044463461265e-05, -3.4570634852570947e-06, -0.3071037828922272, -0.04709329828619957, -0.03751453012228012, -0.0379609651863575, -4.291525328881107e-06, -0.14849314093589783, -0.13946519792079926, -0.06086502969264984, -0.00027426297310739756, -0.0003630455757956952, -0.0002706876548472792, -0.2450464367866516, -0.2932966351509094, -0.007674022112041712, -0.28373774886131287, -9.059865078597795e-06]",9.930146217346191,False,1.0,-3.421879731088211,-0.13687518924352843,25.0,-2.8371622650988684,-0.13510296500470803,21.0,0.034678843473717164,1,20,19,15,1.0526315789473684,-4.177509631769149,-1.0283932663739215,True,15,0.6,19.0,0.6764705882352942,11.0,2.245712843639668
~/anvil/data/cve-targets/libxml2_repo_xmlstring.c,636,628,685,goto error;,goto error;,       goto error;,0.0197969414293766,"[[4706, 2355, 29877, 1059, 29936, 32010, 2]]","[-0.043378498405218124, -0.08019216358661652, -4.172316494077677e-06, -5.590759246842936e-05, -0.00013493580627255142, -0.0867546871304512, -1.1920928244535389e-07]",7.752561092376709,True,0.0,-0.21052048404680335,-0.03007435486382905,7.0,-0.1237656777070697,-0.02475313554141394,5.0,0.001049781995935012,0,5,5,5,1.0,-0.7997750990477454,-1.0859305583069512,False,4,0.5714285714285714,0.0,1.0,0.0,0.8461762168871438
~/anvil/data/cve-targets/libsndfile_repo_src_ulaw.c,829,823,835,{,{	/*,		{	/* ,1.026976227760315,"[[12, 12, 29912, 12, 5515, 29871]]","[-0.002172730630263686, -0.14766013622283936, -0.013608070090413094, -0.6604443788528442, -0.5979700088500977, -2.7180469036102295]",9.075632095336914,False,0.0,-4.1399022282566875,-0.6899837047094479,6.0,-4.1399022282566875,-0.6899837047094479,6.0,0.8911770364732564,1,2,4,4,0.5,-1.4884064953284288,-1.050599025283694,True,1,0.16666666666666666,3.0,0.4,3.0,2.077186877855634
~/anvil/data/cve-targets/libpng_repo_png.c,2391,2368,2463,default:  goto PNG_FP_End;,default:  goto PNG_FP_End; /* not a number */,     default:  goto PNG_FP_End; /* not a number */,0.1201835200190544,"[[418, 2322, 29901, 29871, 2355, 29877, 349, 9312, 29918, 26353, 29918, 5044, 29936, 4949, 451, 263, 1353, 3776, 32010, 2]]","[-0.07438859343528748, -0.4225720763206482, -0.005480265710502863, -0.283523291349411, -0.7220499515533447, -8.344646857949556e-07, -0.00021944021864328533, -2.622600959512056e-06, -2.7418097943154862e-06, -2.8132995794294402e-05, -5.722029527532868e-06, -0.0005569098866544664, -0.0008027906878851354, -0.8508352637290955, -0.7529903650283813, -0.2951100170612335, -0.7821776866912842, -0.28641313314437866, -0.15606334805488586, 0.0]",6.790149211883545,False,0.0,-4.633223186772398,-0.2316611593386199,20.0,-4.477159838717512,-0.24873110215097288,18.0,0.09689466788486317,0,8,9,9,0.8888888888888888,-0.48318653750871227,-1.1123752276560765,True,12,0.6,19.0,0.7323943661971831,1.0,1.8398404293756487
~/anvil/data/cve-targets/lua_repo_lvm.c,884,783,922,}},}}," }}
/*",0.0210373438894748,"[[29871, 9156, 13, 5515]]","[-0.0036497190594673157, -0.03841982036828995, -0.002379326382651925, -0.03279544413089752]",9.598594665527344,True,1.0,-0.07724430994130671,-0.019311077485326678,4.0,-0.04444886581040919,-0.01481628860346973,3.0,0.0002788323388119895,0,3,5,3,0.6,-1.4198794618881954,-1.0369528261428422,False,1,0.25,0.0,1.0,0.0,0.932939590050713
~/anvil/data/cve-targets/sqlite3_repo_src_window.c,870,847,878,pSub->flags &= ~(EP_IntValue|EP_IsTrue|EP_IsFalse);,"pSub->u.zToken = sqlite3DbStrDup(db, ""NULL"");","         pSub->u.zToken = sqlite3DbStrDup(db, ""NULL"");",0.8464462757110596,"[[3986, 282, 4035, 976, 29884, 29889, 29920, 6066, 353, 21120, 29941, 10234, 5015, 29928, 786, 29898, 2585, 29892, 376, 10074, 1496, 32010, 2]]","[-0.2165941596031189, -0.39671415090560913, -0.05775589868426323, -0.0167726781219244, -0.7730904221534729, -0.002466971054673195, -0.05936408042907715, -0.001821407931856811, -0.07872746139764786, -0.798846960067749, -0.0037292949855327606, -0.1371653825044632, -0.01519544143229723, -0.01754525490105152, -1.4305104514278355e-06, -0.010537815280258656, -0.07090893387794495, -0.011108577251434326, -0.08083394169807434, -0.12312889844179153, -0.008507557213306427, -0.5422923564910889, 0.0]",10.803062438964844,False,0.0,-3.423109074937088,-0.1488308293450908,23.0,-2.880816718445999,-0.13718174849742854,21.0,0.0526033455765132,1,21,23,23,0.9130434782608695,-6.170254315769464,-1.006193846200666,True,22,0.9565217391304348,39.0,0.3125,16.0,2.358766684053201
